start_time,end_time,quality
2025-01-01 22:55:00,2025-01-02 06:54:00,Fair
2025-01-02 23:57:00,2025-01-03 06:25:00,Fair
2025-01-03 22:33:00,2025-01-04 06:23:00,Restless
2025-01-04 22:40:00,2025-01-05 06:11:00,Restless
2025-01-05 22:45:00,2025-01-06 07:31:00,Good
2025-01-06 23:27:00,2025-01-07 07:01:00,Good
2025-01-07 22:37:00,2025-01-08 06:26:00,Fair
2025-01-08 23:13:00,2025-01-09 05:47:00,Restless
2025-01-09 23:04:00,2025-01-10 05:55:00,Fair
2025-01-10 21:54:00,2025-01-11 06:42:00,Good
2025-01-11 23:12:00,2025-01-12 06:21:00,Good
2025-01-12 23:28:00,2025-01-13 07:02:00,Restless
2025-01-13 23:12:00,2025-01-14 06:04:00,Restless
2025-01-14 23:09:00,2025-01-15 05:42:00,Restless
