start_time,end_time,quality
2025-01-01 23:13:00,2025-01-02 07:01:00,Restless
2025-01-02 23:07:00,2025-01-03 06:23:00,Fair
2025-01-03 23:10:00,2025-01-04 06:19:00,Good
2025-01-04 23:29:00,2025-01-05 07:12:00,Good
2025-01-05 23:20:00,2025-01-06 06:24:00,Good
2025-01-06 22:54:00,2025-01-07 06:04:00,Fair
2025-01-07 23:05:00,2025-01-08 06:07:00,Good
2025-01-08 23:47:00,2025-01-09 06:15:00,Good
2025-01-09 22:54:00,2025-01-10 06:44:00,Fair
2025-01-10 22:45:00,2025-01-11 06:44:00,Restless
2025-01-11 23:00:00,2025-01-12 05:43:00,Good
2025-01-12 22:53:00,2025-01-13 06:03:00,Restless
2025-01-13 22:50:00,2025-01-14 06:43:00,Good
2025-01-14 22:46:00,2025-01-15 07:37:00,Good
