start_time,end_time,quality
2025-01-01 23:32:00,2025-01-02 05:43:00,Fair
2025-01-02 23:13:00,2025-01-03 06:01:00,Good
2025-01-03 22:52:00,2025-01-04 07:06:00,Fair
2025-01-04 22:56:00,2025-01-05 06:09:00,Good
2025-01-05 22:35:00,2025-01-06 06:57:00,Fair
2025-01-06 23:27:00,2025-01-07 06:31:00,Fair
2025-01-07 21:39:00,2025-01-08 06:31:00,Restless
2025-01-08 23:00:00,2025-01-09 06:48:00,Good
2025-01-09 22:33:00,2025-01-10 06:23:00,Restless
2025-01-10 22:57:00,2025-01-11 06:37:00,Good
2025-01-11 23:27:00,2025-01-12 06:18:00,Good
2025-01-12 23:01:00,2025-01-13 06:30:00,Fair
2025-01-13 23:03:00,2025-01-14 06:07:00,Fair
2025-01-14 23:06:00,2025-01-15 06:17:00,Fair
